Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Description,Environment,Watchers,Watchers,Watchers Id,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Attachment,Attachment,Custom field (Actual Result),Custom field (Actual end),Custom field (Actual start),Custom field (Application),Custom field (Approvals),Custom field (Category),Custom field (Change reason),Custom field (Change risk),Custom field (Change type),Custom field (Development),Custom field (Environment),Custom field (Environment),Custom field (Epic Color),Custom field (Epic Name),Custom field (Epic Status),Custom field (Expected Results),Custom field (Focus Areas),Custom field (Goals),Custom field (Impact),Custom field (Incident manager),Custom field (Issue color),Custom field (Locked forms),Custom field (Module),Custom field (Open forms),Custom field (Platform),Custom field (Project overview key),Custom field (Project overview status),Custom field (Rank),Custom field (Request Type),Custom field (Sentiment),Custom field (Severity),Custom field (Start date),Custom field (Steps to Reproduce),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Total forms),Custom field (User Story),Custom field (Version),Custom field (Vulnerability),Custom field (Work item created forms),Custom field ([CHART] Date of First Response),Custom field ([CHART] Time in Status),Comment,Comment,Status Category,Status Category Changed
"Fleet Summary KPI cards can display a stale value from an earlier, slower request",AS-163,11246,Bug,Ready for QA,AS,Atlanta Systems,software,Atlanta Systems,712020:e66930c7-bc11-4320-ade0-445deb2a1124,,High,,Smriti Singh,712020:f73cd1d4-1898-4661-81a4-15f4ec8d2dfd,divakar,712020:63217d10-ba4d-43b3-932b-edc4035eb689,divakar,712020:63217d10-ba4d-43b3-932b-edc4035eb689,07/Sep/26 3:26 PM,10/Sep/26 11:58 AM,,,,0,fleet-summary,functional,kpi,race-condition,reports,trackofy,,,,,,The KPI cards are populated from a separate API call with no request-sequencing guard; a slower earlier all-vehicles request can overwrite the cards with stale data after a faster later single-vehicle request has already rendered correctly.,,divakar,,712020:63217d10-ba4d-43b3-932b-edc4035eb689,,,,,,,,,,,,"The KPI cards briefly show the correct single-vehicle value, then get overwritten back to the stale all-vehicles value once the slower request resolves.",,,Trackofy,ApprovalsCFValue{approvals=[]},,,,,,Staging,,,,,The KPI cards should reflect the currently-selected filter/report only.,,,,,,,Reports,,Web,,,0|i000hv:,,,High,,"1. Open Reports > Standard > Fleet Summary.
2. Generate for all vehicles (slow).
3. Immediately switch to and generate for a single vehicle (fast, resolves first).
4. Wait for the slow request to also resolve.",,,,,,,,,V6.2,,,,,,,To Do,07/Sep/26 3:26 PM
"Vehicle Summary, Trip Report and Cumulative Distance fail with a raw SQL error for any date range whose monthly telemetry table doesn't exist",AS-162,11245,Bug,Ready for QA,AS,Atlanta Systems,software,Atlanta Systems,712020:e66930c7-bc11-4320-ade0-445deb2a1124,,High,,Smriti Singh,712020:f73cd1d4-1898-4661-81a4-15f4ec8d2dfd,divakar,712020:63217d10-ba4d-43b3-932b-edc4035eb689,divakar,712020:63217d10-ba4d-43b3-932b-edc4035eb689,07/Sep/26 3:26 PM,11/Sep/26 10:02 AM,,,,0,api,data-provisioning,information-disclosure,reports,sql-error,trackofy,,,,,,"These three reports' queries reference a monthly telemetry partition table directly; when no partition exists for the requested month, the query throws a raw SQL 500 instead of returning zero rows -- reproduces for any month with no data, not one isolated case.",,divakar,,712020:63217d10-ba4d-43b3-932b-edc4035eb689,,,,,,,,,,,,HTTP 500 with a raw SQLSTATE[42S02] 'Invalid object name' error (referencing the specific missing monthly partition table) in the response body.,,,Trackofy,ApprovalsCFValue{approvals=[]},,,,,,Staging,,,,,The report should return a clean 'no data' state for a date range with no telemetry.,,,,,,,Reports,,Web,,,0|i000hn:,,,High,,"1. Open Reports > Standard > Vehicle Summary (or Trip Report / Cumulative Distance).
2. Select a date range in a month with no telemetry data for the account.
3. Generate.",,,,,,,,,V6.2,,,,,,,To Do,10/Sep/26 3:12 PM
Create Driver: raw SQL truncation error leaks through the API when email is too long,AS-161,11244,Bug,Ready for QA,AS,Atlanta Systems,software,Atlanta Systems,712020:e66930c7-bc11-4320-ade0-445deb2a1124,,High,,Smriti Singh,712020:f73cd1d4-1898-4661-81a4-15f4ec8d2dfd,divakar,712020:63217d10-ba4d-43b3-932b-edc4035eb689,divakar,712020:63217d10-ba4d-43b3-932b-edc4035eb689,07/Sep/26 3:26 PM,10/Sep/26 12:57 PM,,,,0,api,driver,information-disclosure,settings,sql-error,trackofy,,,,,,"Submitting Create Driver with an email address around 31+ characters returns an HTTP 500 with a raw, unhandled SQL Server truncation error, with no client-side length validation to catch it first.",,divakar,,712020:63217d10-ba4d-43b3-932b-edc4035eb689,,,,,,,,,,,,HTTP 500 from POST /api/add-driver with the raw SQLSTATE[42000] truncation error (table/column names) in the response body.,,,Trackofy,ApprovalsCFValue{approvals=[]},,,,,,Staging,,,,,"The form should validate email length client-side, or the server should return a clean validation error.",,,,,,,Settings - Driver,,Web,,,0|i000hf:,,,High,,"1. Open Settings > Driver > Create Driver.
2. Fill a valid-looking form with an email address 31+ characters long.
3. Submit.",,,,,,,,,V6.2,,,,,,,To Do,07/Sep/26 3:26 PM
Driver list export downloads a file misnamed 'Unit_List',AS-160,11243,Bug,Ready for QA,AS,Atlanta Systems,software,Atlanta Systems,712020:e66930c7-bc11-4320-ade0-445deb2a1124,,Low,,Smriti Singh,712020:f73cd1d4-1898-4661-81a4-15f4ec8d2dfd,divakar,712020:63217d10-ba4d-43b3-932b-edc4035eb689,divakar,712020:63217d10-ba4d-43b3-932b-edc4035eb689,07/Sep/26 3:26 PM,11/Sep/26 11:22 AM,,,,0,driver,export,settings,trackofy,ui,,,,,,,"Exporting the Driver list to CSV produces correct driver data inside the file, but the downloaded filename reads Unit_List_(date).csv.",,divakar,,712020:63217d10-ba4d-43b3-932b-edc4035eb689,,,,,,,,,,,,"The file contains correct driver data but is named Unit_List_(date).csv, a name belonging to a different module.",,,Trackofy,ApprovalsCFValue{approvals=[]},,,,,,Staging,,,,,The exported file should be named after the Driver dataset (e.g. Driver_List_(date).csv).,,,,,,,Settings - Cross-cutting,,Web,,,0|i000h7:,,,Low,,"1. Open Settings > Driver.
2. Use the Export action on the driver list.
3. Check the downloaded filename.",,,,,,,,,V6.2,,,,,,,To Do,07/Sep/26 3:26 PM
Driver create form: Address field visually appears empty after typing,AS-159,11242,Bug,Ready for QA,AS,Atlanta Systems,software,Atlanta Systems,712020:e66930c7-bc11-4320-ade0-445deb2a1124,,Low,,Smriti Singh,712020:f73cd1d4-1898-4661-81a4-15f4ec8d2dfd,divakar,712020:63217d10-ba4d-43b3-932b-edc4035eb689,divakar,712020:63217d10-ba4d-43b3-932b-edc4035eb689,07/Sep/26 3:26 PM,11/Sep/26 11:22 AM,,,,0,driver,settings,trackofy,ui,usability,,,,,,,"The multi-line Address textbox's visible viewport scrolls to show the last line after typing, making the field look empty when only one line was entered.",,divakar,,712020:63217d10-ba4d-43b3-932b-edc4035eb689,,,,,,,,,,,,"The typed text is present in the DOM but the field's visible viewport shows blank space, appearing empty.",,,Trackofy,ApprovalsCFValue{approvals=[]},,,,,,Staging,,,,,The field should visibly show the entered text.,,,,,,,Settings - Driver,,Web,,,0|i000gz:,,,Low,,"1. Open Settings > Driver > Create Driver.
2. Type a short, single-line address into the Address field.
3. Observe the field's visible contents.",,,,,,,,,V6.2,,,,,,,To Do,07/Sep/26 3:26 PM
Driver create form: Address field is silently required,AS-158,11241,Bug,Ready for QA,AS,Atlanta Systems,software,Atlanta Systems,712020:e66930c7-bc11-4320-ade0-445deb2a1124,,Low,,Smriti Singh,712020:f73cd1d4-1898-4661-81a4-15f4ec8d2dfd,divakar,712020:63217d10-ba4d-43b3-932b-edc4035eb689,divakar,712020:63217d10-ba4d-43b3-932b-edc4035eb689,07/Sep/26 3:26 PM,11/Sep/26 10:48 AM,,,,0,driver,settings,trackofy,ui,usability,validation,,,,,,"The Create Driver button stays disabled until Address is filled, but Address has no visible required-field asterisk, unlike Name/Mobile/Email/DOB/DL.",,divakar,,712020:63217d10-ba4d-43b3-932b-edc4035eb689,,,,,,,,,,,,"Create Driver stays disabled until Address is filled, with no visible indication that Address is required.",,,Trackofy,ApprovalsCFValue{approvals=[]},,,,,,Staging,,,,,"Every field required for the button to enable should be visibly marked as required, or the button should enable without it.",,,,,,,Settings - Driver,,Web,,,0|i000gr:,,,Low,,"1. Open Settings > Driver > Create Driver.
2. Fill only the visibly-marked required fields (those with an asterisk), leaving Address blank.
3. Observe the Create button.",,,,,,,,,V6.2,,,,,,,To Do,07/Sep/26 3:26 PM
Route Name is not actually enforced as mandatory,AS-157,11240,Bug,Ready for QA,AS,Atlanta Systems,software,Atlanta Systems,712020:e66930c7-bc11-4320-ade0-445deb2a1124,,Medium,,Smriti Singh,712020:f73cd1d4-1898-4661-81a4-15f4ec8d2dfd,divakar,712020:63217d10-ba4d-43b3-932b-edc4035eb689,divakar,712020:63217d10-ba4d-43b3-932b-edc4035eb689,07/Sep/26 3:26 PM,11/Sep/26 6:46 PM,,,,0,data-integrity,route-management,settings,trackofy,validation,,,,,,,Leaving Route Name blank while saving a route (with valid origin/destination) succeeds; the app silently defaults the name to 'My Route' instead of rejecting the submission.,,divakar,,712020:63217d10-ba4d-43b3-932b-edc4035eb689,,,,,,,,,,,,"The route saves successfully with the name silently defaulted to 'My Route', contradicting the documented mandatory requirement.",,,Trackofy,ApprovalsCFValue{approvals=[]},,,,,,Staging,,,,,"The form should reject the submission and require a route name, per the form's own 'mandatory' hint text.",,,,,,,Settings - Route Management,,Web,,,0|i000gj:,,,Low,,"1. Open Settings > Route Management > Create Route.
2. Fill valid origin/destination but leave Route Name blank.
3. Save.",,,,,,,,,V6.2,,,,,,,To Do,07/Sep/26 3:26 PM
Leaving the Create Route page redirects to Dashboard instead of Route Management,AS-156,11239,Bug,Ready for QA,AS,Atlanta Systems,software,Atlanta Systems,712020:e66930c7-bc11-4320-ade0-445deb2a1124,,Medium,,Smriti Singh,712020:f73cd1d4-1898-4661-81a4-15f4ec8d2dfd,divakar,712020:63217d10-ba4d-43b3-932b-edc4035eb689,divakar,712020:63217d10-ba4d-43b3-932b-edc4035eb689,07/Sep/26 3:26 PM,10/Sep/26 6:05 PM,,,,0,navigation,route-management,settings,trackofy,ui,,,,,,,Clicking Save Route (or Cancel on the Custom Route sub-tab) navigates to /home (Dashboard) instead of back to /settings/route.,,divakar,Smriti Singh,712020:63217d10-ba4d-43b3-932b-edc4035eb689,712020:f73cd1d4-1898-4661-81a4-15f4ec8d2dfd,,,,,,,,,,,"The app navigates to /home (the main Dashboard) instead, in both the Save and Cancel cases.",,,Trackofy,ApprovalsCFValue{approvals=[]},,,,,,Staging,,,,,The app should return to Route Management (/settings/route) after Save or Cancel.,,,,,,,Settings - Route Management,,Web,,,0|i000gb:,,,High,,"1. Open Settings > Route Management > Create Route.
2. Fill in a valid route and click Save Route (or Cancel with no changes).
3. Observe the resulting page.",,,,,,,,,V6.2,,,2026-09-10 12:35:27.097,,10/Sep/26 6:05 PM;712020:f73cd1d4-1898-4661-81a4-15f4ec8d2dfd;It will redirect to last visited route.,,To Do,07/Sep/26 3:26 PM
BMS Alert and Vehicle Odometer Alert: list never shows a newly created record,AS-155,11238,Bug,Ready for QA,AS,Atlanta Systems,software,Atlanta Systems,712020:e66930c7-bc11-4320-ade0-445deb2a1124,,High,,Smriti Singh,712020:f73cd1d4-1898-4661-81a4-15f4ec8d2dfd,divakar,712020:63217d10-ba4d-43b3-932b-edc4035eb689,divakar,712020:63217d10-ba4d-43b3-932b-edc4035eb689,07/Sep/26 3:26 PM,10/Sep/26 1:04 PM,,,,0,alerts,bms,data-integrity,functional,odometer,settings,trackofy,,,,,"Creating a BMS Alert or Vehicle Odometer Alert shows a success toast and closes the dialog, but the list still reads 'No alerts found' even after a full page reload.",,divakar,,712020:63217d10-ba4d-43b3-932b-edc4035eb689,,,,,,,,,,,,"A success toast appears but the list still shows 'No BMS alerts found' / 'No vehicle odometer alerts found', even after a full reload.",,,Trackofy,ApprovalsCFValue{approvals=[]},,,,,,Staging,,,,,The newly created alert should appear in the list.,,,,,,,Settings - Alerts,,Web,,,0|i000g3:,,,High,,"1. Open Settings > Alert > BMS Alert (or Vehicle Odometer Alert).
2. Create a new alert configuration.
3. Observe the success toast.
4. Reload the page and check the list.",,,,,,,,,V6.2,,,,,,,To Do,07/Sep/26 3:26 PM
POI Alert creation fails server-side despite a fully valid form,AS-154,11237,Bug,Ready for QA,AS,Atlanta Systems,software,Atlanta Systems,712020:e66930c7-bc11-4320-ade0-445deb2a1124,,High,,Smriti Singh,712020:f73cd1d4-1898-4661-81a4-15f4ec8d2dfd,divakar,712020:63217d10-ba4d-43b3-932b-edc4035eb689,divakar,712020:63217d10-ba4d-43b3-932b-edc4035eb689,07/Sep/26 3:26 PM,10/Sep/26 2:23 PM,,,,0,alerts,functional,poi,settings,trackofy,validation,,,,,,"Creating a POI Alert with a valid unit, POI, and notification channel selected (Angular form reports fully valid, Create Alert enabled) fails server-side with 'Missing required fields'.",,divakar,,712020:63217d10-ba4d-43b3-932b-edc4035eb689,,,,,,,,,,,,"An error toast 'Missing required fields' appears and the dialog stays open, with no indication of which field is actually missing.",,,Trackofy,ApprovalsCFValue{approvals=[]},,,,,,Staging,,,,,The alert should be created successfully given a fully valid form.,,,,,,,Settings - Alerts,,Web,,,0|i000fv:,,,High,,"1. Open Settings > Alert > POI Alert.
2. Select a unit, a POI, and a notification channel.
3. Click Create Alert.",,,,,,,,,V6.2,,,,,,,To Do,07/Sep/26 3:26 PM
Assign Unit dialog: 'Assign Units' button never enables (feature unusable),AS-153,11236,Bug,Ready for QA,AS,Atlanta Systems,software,Atlanta Systems,712020:e66930c7-bc11-4320-ade0-445deb2a1124,,High,,Smriti Singh,712020:f73cd1d4-1898-4661-81a4-15f4ec8d2dfd,divakar,712020:63217d10-ba4d-43b3-932b-edc4035eb689,divakar,712020:63217d10-ba4d-43b3-932b-edc4035eb689,07/Sep/26 3:26 PM,10/Sep/26 2:31 PM,,,,0,assign-unit,blocker,functional,location-control,settings,trackofy,,,,,,"In the 'Assign units to location' dialog, selecting vehicles registers at the option level but the dialog's own selected-count badge stays at '0 selected', keeping Assign Units permanently disabled.",,divakar,,712020:63217d10-ba4d-43b3-932b-edc4035eb689,,,,,,,,,,,,The counter stays at '0 selected' regardless of selection and Assign Units remains permanently disabled -- the feature cannot be used via the UI.,,,Trackofy,ApprovalsCFValue{approvals=[]},,,,,,Staging,,,,,The counter should reflect the real selection and Assign Units should enable once at least one vehicle is selected.,,,,,,,Settings - Location Control,,Web,,,0|i000fn:,,,High,,"1. Open Settings > Location Control.
2. Open 'Assign units to location' for any location.
3. Select one or more vehicles from the multi-select.
4. Observe the selected-count badge and the Assign Units button.",,,,,,,,,V6.2,,,,,,,To Do,07/Sep/26 3:26 PM
Playback View' preset doesn't reliably return to the Playback tab,AS-151,11234,Bug,Ready for QA,AS,Atlanta Systems,software,Atlanta Systems,712020:e66930c7-bc11-4320-ade0-445deb2a1124,,Medium,,Smriti Singh,712020:f73cd1d4-1898-4661-81a4-15f4ec8d2dfd,divakar,712020:63217d10-ba4d-43b3-932b-edc4035eb689,divakar,712020:63217d10-ba4d-43b3-932b-edc4035eb689,07/Sep/26 3:26 PM,11/Sep/26 4:04 PM,,,,0,functional,playback,state,tracking,trackofy,ui,,,,,,"After playback data has loaded and the panel is collapsed then reopened via 'Playback View', the panel shows the Live Tracking tab instead of Playback, despite playback controls still being visible on the map.",,divakar,,712020:63217d10-ba4d-43b3-932b-edc4035eb689,,,,,,,,,,,,"The panel reopens on the Live Tracking tab instead, while playback player controls remain visible above it.",,,Trackofy,ApprovalsCFValue{approvals=[]},,,,,,Staging,,,,,"The panel should reopen on the Playback tab, consistent with the button's own label.",,,,,,,Tracking - Playback,,Web,,,0|i000f7:,,,Low,,"1. Load playback data for a unit.
2. Collapse the bottom panel (Map Focus).
3. Reopen it via the 'Playback View' preset button.
4. Observe which tab is shown.",,,,,,,,,V6.2,,,,,,,To Do,07/Sep/26 3:26 PM
Playback From/To Date: entered value is silently transposed (day/month swapped),AS-150,11233,Bug,Ready for QA,AS,Atlanta Systems,software,Atlanta Systems,712020:e66930c7-bc11-4320-ade0-445deb2a1124,,High,,Smriti Singh,712020:f73cd1d4-1898-4661-81a4-15f4ec8d2dfd,divakar,712020:63217d10-ba4d-43b3-932b-edc4035eb689,divakar,712020:63217d10-ba4d-43b3-932b-edc4035eb689,07/Sep/26 3:26 PM,10/Sep/26 3:40 PM,,,,0,data-integrity,date-parsing,playback,reports,tracking,trackofy,,,,,,"From/To Date fields display DD/MM/YYYY but any entered value is parsed as MM/DD/YYYY, silently swapping day and month for day<=12. Also confirmed in Reports' Start/End Date fields.",,divakar,,712020:63217d10-ba4d-43b3-932b-edc4035eb689,,,,,,,,,,,,"The value is silently reinterpreted as MM/DD (9 March) and redisplayed as 09/03/2026, with no warning.",,,Trackofy,ApprovalsCFValue{approvals=[]},,,,,,Staging,,,,,"The entered date should be interpreted and redisplayed as DD/MM/YYYY, i.e. 3 September stays 03/09/2026.",,,,,,,Tracking - Playback,,Web,,,0|i000ez:,,,High,,"1. Open Tracking > Playback (or Reports standard report).
2. Enter a date with day <=12, e.g. 03/09/2026 intending 3 September.
3. Observe the redisplayed value.",,,,,,,,,V6.2,,,,,,,To Do,07/Sep/26 3:26 PM
Today' quick date-filter sends an empty date range,AS-145,11228,Bug,Ready for QA,AS,Atlanta Systems,software,Atlanta Systems,712020:e66930c7-bc11-4320-ade0-445deb2a1124,,Medium,,Smriti Singh,712020:f73cd1d4-1898-4661-81a4-15f4ec8d2dfd,divakar,712020:63217d10-ba4d-43b3-932b-edc4035eb689,divakar,712020:63217d10-ba4d-43b3-932b-edc4035eb689,07/Sep/26 3:26 PM,11/Sep/26 4:02 PM,,,,0,api,dashboard,date-filter,functional,trackofy,,,,,,,Selecting the Today quick filter on a dashboard card issues the underlying API request with empty from_date/to_date parameters instead of today's date.,,divakar,Smriti Singh,712020:63217d10-ba4d-43b3-932b-edc4035eb689,712020:f73cd1d4-1898-4661-81a4-15f4ec8d2dfd,,,,,,,,,,,The request is sent with empty from_date/to_date parameters; the card shows unfiltered (all-time) data instead of today's.,,,Trackofy,ApprovalsCFValue{approvals=[]},,,,,,Staging,,,,,The API request should carry today's actual date as from_date/to_date and the card should show only today's data.,,,,,,,Dashboard,,Web,,,0|i000dv:,,,High,,"1. Log in and open Dashboard (/home).
2. Open any KPI/card date filter.
3. Select the 'Today' quick filter.
4. Inspect the API request payload.",,,,,,,,,V6.2,,,2026-09-11 10:32:17.916,,"11/Sep/26 4:02 PM;712020:f73cd1d4-1898-4661-81a4-15f4ec8d2dfd;It is the requirement for the api, so it is correct",,To Do,07/Sep/26 3:26 PM
[My Profile] Profile photo is updated successfully but is not displayed in the UI,AS-59,10869,Bug,Ready for QA,AS,Atlanta Systems,software,Atlanta Systems,712020:e66930c7-bc11-4320-ade0-445deb2a1124,,Medium,,Kanika Maheshwari,712020:e94d713c-d65d-4cc7-a599-560b2df12653,divakar,712020:63217d10-ba4d-43b3-932b-edc4035eb689,divakar,712020:63217d10-ba4d-43b3-932b-edc4035eb689,07/Aug/26 4:20 PM,08/Sep/26 11:42 AM,,,,0,display,image_upload,profile,profile_photo,ui,,,,,,,"When a user updates their *profile photo* from the *My Profile* page, the upload operation completes successfully. However, the newly uploaded profile picture is *not displayed in the UI*. The profile image area continues to show the previous image or a placeholder instead of the updated photo.

This indicates that while the backend successfully updates the profile picture, the frontend fails to reflect the updated image.",,divakar,,712020:63217d10-ba4d-43b3-932b-edc4035eb689,,,,,,,,,,07/Aug/26 4:58 PM;ug:00e6473d-38d0-475c-828b-f49ed6d7bd06;myprofiephotobug.jpg;https://systemsatlanta.atlassian.net/rest/api/3/attachment/content/10463,,"The profile photo is updated successfully, but the new image is not displayed in the UI. The old image or default placeholder continues to be shown.",,,Trackofy,ApprovalsCFValue{approvals=[]},,,,,,Prod,,,,,The newly uploaded profile photo should be displayed immediately after a successful update without requiring additional user actions.,,,,,,,My Profile,,Web,,,0|i000cz:,,,Highest,,"# Log in to the Trackofy application.
# Navigate to *My Profile*.
# Click on the profile photo or *Change Photo* option.
# Select a valid image file.
# Save or upload the new profile picture.
# Observe the profile image displayed on the page.",,,,,,,,,6.0,,,,,,,To Do,07/Aug/26 4:20 PM
[Asset Management] Long text values in exported PDF are clipped instead of wrapping within the table,AS-55,10801,Bug,Ready for QA,AS,Atlanta Systems,software,Atlanta Systems,712020:e66930c7-bc11-4320-ade0-445deb2a1124,,High,,Kanika Maheshwari,712020:e94d713c-d65d-4cc7-a599-560b2df12653,divakar,712020:63217d10-ba4d-43b3-932b-edc4035eb689,divakar,712020:63217d10-ba4d-43b3-932b-edc4035eb689,06/Aug/26 1:07 PM,07/Sep/26 12:40 PM,,,,0,Asset_Managment,Layout,pdf,print_preview,trackofy,,,,,,,"When exporting the *Document Types* report to *PDF* (or viewing the Print Preview), records containing very long text strings are not handled correctly. Instead of wrapping the content within the table cell or truncating it appropriately, the text extends beyond the page boundary and is clipped from the right side.

As a result, the exported document becomes unreadable and the report formatting is broken.",,divakar,,712020:63217d10-ba4d-43b3-932b-edc4035eb689,,,,,,,,,,06/Aug/26 1:06 PM;ug:00e6473d-38d0-475c-828b-f49ed6d7bd06;Screenshot 2026-08-05 121722.jpg;https://systemsatlanta.atlassian.net/rest/api/3/attachment/content/10396,17/Aug/26 1:08 PM;ug:00e6473d-38d0-475c-828b-f49ed6d7bd06;document types pdf file bug.jpg;https://systemsatlanta.atlassian.net/rest/api/3/attachment/content/10563,"Long text extends beyond the table width and is clipped from the right side in the PDF/Print Preview, making part of the content unreadable and disrupting the report layout.",,,Trackofy,ApprovalsCFValue{approvals=[]},,,,,,Staging,,,,,"The exported PDF should maintain a proper table layout. Long text should either:

* Wrap onto the next line within the table cell,
* Adjust the row height accordingly,",,,,,,,Asset Management,,Web,,,0|i0007v:,,,Highest,,"# Log in to the Trackofy application.
# Navigate to *Asset Management → Document Types*.
# Create or use a record with an exceptionally long string in the *Document Type Name* field.
# Export the report as *PDF* or open the *Print Preview*.
# Observe the generated document.",,,,,,,,,6.0,,,,,"17/Aug/26 1:08 PM;712020:63217d10-ba4d-43b3-932b-edc4035eb689;Moving to TO DO because pdf file still doesn’t handle large input value properly

[~accountid:712020:e94d713c-d65d-4cc7-a599-560b2df12653]


!document types pdf file bug.jpg|width=631,alt=""document types pdf file bug.jpg""!",,To Do,07/Sep/26 12:40 PM
[Help Center] Help Center links are non-functional and do not open their respective pages,AS-51,10765,Bug,Ready for QA,AS,Atlanta Systems,software,Atlanta Systems,712020:e66930c7-bc11-4320-ade0-445deb2a1124,,Medium,,Smriti Singh,712020:f73cd1d4-1898-4661-81a4-15f4ec8d2dfd,divakar,712020:63217d10-ba4d-43b3-932b-edc4035eb689,divakar,712020:63217d10-ba4d-43b3-932b-edc4035eb689,04/Aug/26 3:15 PM,11/Sep/26 4:05 PM,,,,0,bug,functional,help-center,Links,trackofy,,,,,,,"The links available in the *Help Center* are non-functional. Clicking on any help article or navigation link does not open the corresponding page, documentation, or resource. There is no redirection, page load, or feedback provided to the user.",,divakar,Smriti Singh,712020:63217d10-ba4d-43b3-932b-edc4035eb689,712020:f73cd1d4-1898-4661-81a4-15f4ec8d2dfd,,,,,,,,,,,"Clicking on Help Center links has no effect. No page is opened, no navigation occurs, and no error message is displayed.",,,Trackofy,ApprovalsCFValue{approvals=[]},,,,,,Prod,,,,,"The selected Help Center link should navigate the user to the corresponding help article, documentation page, or external resource.",,,,,,,Help Center,,Web,,,0|i000b7:,,,High,,"# Log in to the Trackofy application.
# Navigate to the *Help Center*.
# Click on any available help article or link.
# Observe the behavior.",,,,,,,,, 6.2,,,2026-09-11 10:35:39.688,,06/Aug/26 5:18 PM;712020:63217d10-ba4d-43b3-932b-edc4035eb689;Moving back To do because most of the links are not functioning,"11/Sep/26 4:05 PM;712020:f73cd1d4-1898-4661-81a4-15f4ec8d2dfd;Help center is just a prototype of the vision, right now it does not have the data. In future all sections will be added there so it will start working then.",To Do,06/Aug/26 5:18 PM
Contact List Export Downloads an Empty File from Manage Contacts,AS-47,10633,Bug,Ready for QA,AS,Atlanta Systems,software,Atlanta Systems,712020:e66930c7-bc11-4320-ade0-445deb2a1124,,High,,ashish,712020:63ec207e-1f2a-499a-938b-a77b973c6a6d,divakar,712020:63217d10-ba4d-43b3-932b-edc4035eb689,divakar,712020:63217d10-ba4d-43b3-932b-edc4035eb689,27/Jul/26 6:04 PM,25/Aug/26 5:46 PM,,,,0,"bug,","contacts,","crm,",data-export,"download,","export,","manage-leads,",,,,,"When exporting/downloading the contact list from the *Manage Contacts* page, the download is generated successfully. However, the exported file is empty and does not contain any contact records, even though contacts are available in the system.

This prevents users from exporting contact data for reporting or offline use.",,divakar,,712020:63217d10-ba4d-43b3-932b-edc4035eb689,,,,,,,,,,20/Aug/26 6:04 PM;ug:00e6473d-38d0-475c-828b-f49ed6d7bd06;Contact (2).pdf;https://systemsatlanta.atlassian.net/rest/api/3/attachment/content/10630,27/Jul/26 6:07 PM;ug:00e6473d-38d0-475c-828b-f49ed6d7bd06;Contact.pdf;https://systemsatlanta.atlassian.net/rest/api/3/attachment/content/10288,"* The export file is downloaded successfully.
* The downloaded file is empty and contains no contact records.",,,Atlanta CRM,ApprovalsCFValue{approvals=[]},,,,,,Prod,,,,,"* The exported file should contain all applicable contact records (or the filtered records, if filters are applied).
* The downloaded data should accurately match the records displayed in the application.",,,,,,,Manage Leads (Contacts),,Web,,,0|i00084:,,,High,,"# Navigate to *Manage Contacts*.
# Ensure one or more contact records are available.
# Click the *Download/Export* button.
# Open the downloaded file.",,,,,,,,,1.0,,,,,20/Aug/26 6:04 PM;712020:63217d10-ba4d-43b3-932b-edc4035eb689;Moving to To-DO because the Manage contacts export file still comes empty [~accountid:712020:63ec207e-1f2a-499a-938b-a77b973c6a6d] [^Contact (2).pdf] ,,To Do,20/Aug/26 6:04 PM
